"ID"	"RT"	"MZ"	"Metabolite name"	"MSMS"	"LabeledID"	"ExchangeNumber"
681	9.93	156.0768	"Unknown"	"54.02234:1704 56.22089:1989 56.41633:2050 59.47937:1947 61.38336:1672 83.06068:2446 95.06055:15682 110.0713:323358 111.09142:10626 113.10736:25232 141.69858:1857 156.06259:4753 156.07678:104174 156.10103:2740 156.13797:8229"	"1163;1236"	"5;10"
682	9.8	156.0768	"N-.alpha.-(tert-Butoxycarbonyl)-L-histidine"	"62.5503:2105 64.01698:1949 67.86298:1750 83.06046:11335 84.94434:2152 90.13732:2030 91.47974:2194 95.0603:30322 106.80927:1940 110.0713:500466 111.09175:11421 113.10713:23043 156.07681:161440 156.13818:9813"	"1163;1236"	"5;10"
683	8.36	156.0792	"L-Carnosine"	"72.08081:11376 85.076:10458 110.07145:27517 111.09162:10059 113.10738:42313 146.4138:2302 156.07922:527619 156.1377:9920 156.1499:8120 156.17749:2495"	NA	NA
690	7.94	156.9637	"Unknown"	"56.21634:2077 70.06519:2906 72.08053:2534 75.28807:1814 82.42531:1832 82.65816:1794 92.68007:2645 95.04902:2484 96.08042:2434 112.11193:8548 113.1074:51370 114.09153:20587 124.93758:189297 142.94785:7397 156.96393:43031 157.09679:2314 157.13316:9462 157.16948:16804"	NA	NA
692	8.51	157.0553	"Unknown"	"53.03891:2537 70.06503:6655 72.0807:2688 80.65274:1936 82.12629:1823 86.06032:1853 88.19718:2143 89.06965:1692 95.04926:15725 95.13052:1839 96.08081:4652 104.77293:1868 105.04454:7875 112.0337:7569 112.11203:8125 113.10728:56725 114.09146:17814 139.0222:14615 140.0285:30417 141.00037:15350 145.50471:2034 157.05522:165023 157.13365:8073 157.16986:17694"	"1144;1187"	"3;6"
693	8.36	157.0631	"Unknown"	"53.03885:2878 62.98159:2016 70.06521:3061 84.24298:1877 95.04916:20322 96.08061:3874 105.04486:2989 106.4986:1932 112.11199:7737 113.10725:52853 114.0916:15440 129.06848:14797 141.0007:13462 157.06348:25627 157.0842:15679 157.09605:3763 157.13362:10361 157.16988:18876"	NA	NA
694	7.86	157.0775	"3-Indoleacetonitrile_[M+H]+_DMCPFOBLJMLSNX-UHFFFAOYSA-N"	"54.55572:2160 62.98206:11928 70.06531:8713 71.10417:2253 93.67571:2124 95.04932:4930 96.08081:2565 105.04438:2689 112.11208:15339 113.10728:49459 114.0914:15346 115.05608:19564 134.16179:2108 139.06696:2174962 141.00092:4022 156.73677:2258 157.07753:149903 157.13347:9292 157.16942:17667"	"1122"	"1"
701	8.51	158.0614	"Unknown"	"53.03595:37976 53.03889:1078500 53.6792:23438 55.01786:35857 69.05023:45561 77.03857:470657 81.24119:29751 95.04914:3266376 105.04476:1387180 105.05282:38496 113.03997:223059 123.00217:33094 140.02863:409758 141.00044:3394776 141.03465:459573 145.68788:24975 158.02907:272028 158.06154:4001537"	"1144;1187"	"2;5"
702	7.19	158.1085	"Unknown"	"50.01595:9815 51.13972:10779 53.0389:835582 55.01822:22288 60.0748:655287 61.08105:157220 66.04215:380392 66.04592:18528 72.08089:14733 74.06236:11480 75.03005:15079 77.0385:357331 79.05402:14693 79.0915:98961 79.98016:40363 81.0335:76801 86.00333:10239 86.60427:10534 94.07037:41511 95.04913:3145776 105.04474:1190066 107.08636:494788 112.10303:2396740 113.0872:18205 118.06509:50756 141.00043:3247495 141.08191:1494962 146.37608:10812 158.02704:295143 158.09602:32559 158.10851:494061 158.15373:23554"	"1165;1180"	"3;4"
704	6.57	158.1175	"4-Aminomethylcyclohexanecarboxylic acid_[M+H]+_GYDJEQRTZSCIOI-UHFFFAOYSA-N"	"50.01561:7097 50.20823:3447 51.02351:18058 53.03891:875601 55.01808:39480 70.06509:5202 72.08086:16576 77.03856:310302 79.05434:17673 79.98011:36172 81.03349:90556 95.04914:3246079 97.0535:7272 98.03518:8751 98.09676:13977 98.50095:3889 103.93892:3665 105.04476:1282686 106.04144:5848 112.11181:3996 118.0649:39238 141.00044:3247802 141.138:5080 158.01546:3632 158.02705:299580 158.11757:1099935 158.15381:29011"	"1138"	"1"
710	7.46	158.964	"Unknown"	"53.03897:24246 54.04222:34491 55.10084:2551 72.08092:14978 78.04218:17139 80.7886:2941 90.58029:3205 90.97664:1353685 91.55502:2492 95.04926:34715 96.05242:175556 100.07578:4366 105.04473:11998 106.04805:73003 124.87969:3363 128.57751:3929 141.00038:6210 142.00388:196232 156.9366:2709 159.0298:22909"	"1152"	"2"
712	9	159.0455	"Unknown"	"54.04225:22319 78.04185:32037 79.63287:17469 94.6459:17641 94.68764:18564 95.0487:21712 96.05254:151140 106.04795:107672 108.73815:21753 142.00438:195671 159.04556:919742"	NA	NA
713	0.89	159.0651	"Unknown"	"53.03893:33744 54.04226:45343 57.03375:66466 61.02876:9485 64.17764:1863 72.04439:8602 72.08078:14645 78.04202:19381 82.03699:2834 88.3876:2063 95.04917:49216 96.05246:228984 100.07568:79286 105.04476:20425 106.04809:97815 110.6699:2149 116.09731:2828 116.10699:4019 117.05481:14655 141.00009:16636 142.00391:254345 145.97591:2280 159.03102:22271 159.06512:65676 159.10071:5328 159.11443:10834 159.15828:4318"	NA	NA
714	8.59	159.0763	"L-Citrulline"	"53.03887:39377 54.04226:48121 54.04501:5745 61.77819:6082 68.04964:16139 70.0652:3577890 71.04934:24678 72.08087:13107 78.04195:29761 86.06006:113277 87.09191:12943 88.07524:11847 95.04927:50556 96.04443:55154 96.0525:216302 97.07565:54844 98.06061:7751 102.37873:6769 105.04469:17283 106.04816:92381 113.07094:3603854 114.05503:720731 115.0866:450158 115.09586:14042 116.07061:191453 138.53551:7646 141.00043:12136 141.06592:58221 142.00395:252828 142.04974:74915 159.07646:1523786"	NA	NA
717	9.39	160.1018	"Unknown"	"53.03891:42499 64.70218:2060 72.08071:25607 77.03878:12329 81.03395:2628 86.07941:5051 87.08542:2911 92.49946:2202 95.04917:151915 98.07934:25988 99.08553:23075 100.0761:2437 102.94334:2224 105.04475:59505 113.09013:185475 114.09641:666459 115.10268:36222 116.07057:3710 142.99599:145207 143.00568:12167 159.09552:11338 160.02333:12421 160.08731:25984 160.10179:336003 160.18109:3290"	"1233;1146;1160;1200;1215;1214;1234;1161"	"6;0;1;4;5;5;6;1"
718	9.2	160.1019	"Unknown"	"53.03886:48345 68.2832:4882 69.3003:5034 72.08094:11643 77.03864:17576 85.07262:10917 86.07914:39528 87.08566:10605 92.52947:4969 95.04919:140103 95.05582:8952 96.06355:6155 98.07932:110267 99.0856:95815 105.04501:60178 112.62263:4709 113.09014:871693 114.09643:3190679 115.10276:147804 142.09077:4783 142.28413:5366 142.99576:144443 155.20744:4441 159.09544:42841 160.10185:1641481"	"1233;1160;1200;1215"	"6;1;4;5"
721	6.49	160.1331	"Methacholine cation"	"53.03884:43009 55.05456:442359 56.79787:23724 58.06604:34703 59.04931:47504 60.08101:2883756 60.20913:25688 77.03886:28975 83.0491:336065 95.04906:120542 101.05975:4052840 105.04475:44861 142.99606:152241 159.86104:26811 160.13318:19207166"	"1148;1168"	"0;1"
725	10.18	160.1808	"Unknown"	"53.03889:45690 72.08083:283662 77.03872:11163 81.03348:2738 87.33688:1925 89.10748:18075 95.04916:159217 97.05569:2284 105.04478:58963 126.12777:48116 128.71194:2111 142.0031:2088 142.99591:140721 143.00581:13396 143.15433:14597 160.02242:9925 160.18086:74473"	NA	NA
728	8.16	161.024	"Unknown"	"54.32769:1624 58.99527:1809 66.92728:1753 72.0807:12198 84.95132:1752 87.04388:7561 96.05232:9376 98.05982:11975 114.09618:9053 115.10263:26127 116.10702:3078 129.77686:1821 143.99963:10625 161.02422:8875 161.07198:2474 161.09409:2406 161.10789:17756 161.1642:2385"	NA	NA
732	9.2	161.108	"Unknown"	"72.081:62124 76.04189:14680 86.07839:20516 87.0857:79393 88.70441:13564 96.06379:15581 99.08545:274100 100.09184:198195 114.09649:2288096 115.10268:7736684 117.11785:18689 160.10202:80855 161.10814:4105613"	"1233;1200;1215"	"5;3;4"
733	9.39	161.108	"Unknown"	"65.22163:12773 76.91917:13465 78.01208:11776 83.12975:11652 86.07876:30024 87.08541:88279 88.09205:20672 96.06385:14804 99.08551:282332 100.09174:224044 113.09024:26755 114.09649:2246931 115.10268:7488278 116.0863:15533 128.20531:12605 157.60591:13432 160.10204:87374 161.10815:4229393"	"1233;1200;1215;1214;1234;1161"	"5;3;4;4;5;0"
734	9.79	161.1081	"Unknown"	"55.25761:2791 55.91027:1979 56.66158:2094 70.64977:2028 72.08079:8886 78.08317:1970 86.07891:2371 87.04401:3409 87.08565:7918 92.0785:2025 96.05272:7781 99.08538:32974 100.0918:28398 104.62925:2162 113.09054:2614 114.09645:254277 115.10266:828726 143.99911:8648 160.10156:18215 161.10812:451544"	"1236"	"5"
735	9.66	161.1081	"Unknown"	"57.71018:2143 63.82302:1817 68.70711:1826 72.08082:4836 72.21163:2563 86.07874:2776 87.04403:3897 87.0855:5123 90.95672:2644 96.05264:12012 99.08534:18394 100.09161:18237 114.09644:191144 115.10266:556813 143.99954:9492 160.10182:10149 161.07179:7726 161.10814:318514"	"1236"	"5"
743	7.33	162.076	"Unknown"	"53.67138:2199 56.04975:38830 60.04456:2965 61.29414:2195 64.52142:2106 71.04879:2432 72.04434:2771 74.05997:4451 78.2427:2337 78.57681:1941 84.0444:527680 85.02853:12293 88.03915:3366 98.06001:12745 99.04396:2958 102.05453:17422 106.11187:2133 110.86363:1876 116.07062:588930 117.05431:2725 127.03874:2989 130.04988:309872 134.08138:18652 144.0656:27277 145.04956:95036 162.07614:147774 162.11241:8195 162.12753:3380"	"1211;1225"	"3;4"
746	7.5	162.1123	"Carnitine_[M+H]+_PHIQHXFUZVPYII-ZCFIWIBFSA-N"	"52.5265:324879 58.06618:985214 60.08102:25133668 66.44733:271210 85.02824:3670680 102.09137:6750530 103.03901:29357158 161.93518:310444 162.11246:236248064"	"1250;1190;1199"	"5;1;2"
749	8.03	163.0528	"Unknown"	"50.90793:2268 51.08243:1823 55.05455:28212 57.07014:57686 57.07309:2475 65.60957:1841 83.08571:9822 89.05963:76052 101.09593:17189 105.03369:17363 107.07011:18976 161.32959:2078 163.07434:9015"	NA	NA
751	4.87	163.123	"Nicotine_[M+H]+_SNICXCGAKADSCV-JTQLQIEISA-N"	"55.0547:16751 57.07028:56314 66.50433:12771 71.79076:13053 80.04455:11785 80.04943:511608 84.08081:1031769 89.05982:91025 89.06508:13082 93.22675:12341 94.06508:30069 105.0335:17745 106.06519:1060904 114.09491:13257 117.05736:61696 120.0808:318849 130.06516:695233 132.08081:2424674 163.12297:8426940"	"1201"	"1"
752	1.03	163.1328	"Unknown"	"55.05452:223444 57.07016:487627 59.0493:20278 63.04419:4480 83.08558:95841 89.0597:623619 96.33453:3322 99.15884:3265 101.0961:170327 105.03343:56900 107.05292:57912 107.06225:7373 107.07032:178254 111.34633:3557 116.89964:3872 121.10124:7633 130.08607:6451 143.51721:4352 163.07518:28744 163.11292:52186 163.13452:4476 163.14723:6633"	NA	NA
753	9.1	164.0082	"Unknown"	"91.57189:1742 97.49075:2154 102.05507:11924 102.09949:2137 120.96609:409126 132.82535:1939 138.97687:2117 164.00844:40565 164.06879:4131 164.10707:2635 164.12878:3637 164.14474:2760"	NA	NA
756	7.07	164.0677	"Unknown"	"59.0685:3162 61.12377:2088 66.89984:1944 77.03565:17564 79.4569:2021 94.06209:13371 103.90438:2072 118.06233:270372 120.10131:2477 122.05789:14441 146.05724:2887 164.06779:516403 164.12833:29448 164.14236:3834"	NA	NA
757	3.45	164.0677	"p-Acetaminobenzaldehyde"	"59.06858:148158 60.07486:77075 63.89489:8763 77.03588:18452 94.06237:2464152 104.04663:12651 109.30331:8759 118.06232:162060 122.05727:6358808 127.66901:8820 136.07289:49890 139.61243:11620 146.05748:33365 164.06769:463901 164.10643:20420 164.14352:34654"	NA	NA
762	6.24	164.1281	"Unknown"	"51.00499:2138 58.06545:21106 88.07625:5346 89.0595:2127 91.59487:2421 102.09136:87200 120.10194:179774 122.05743:2325 157.77858:2375 161.58406:2890 164.12816:2351654"	"1251"	"3"
766	7.59	165.0631	"Unknown"	"61.08506:9363 63.09982:400125 67.63784:5150 72.84528:4870 75.25414:4707 85.02837:53678 92.04674:55559 94.06241:27973 103.03903:400565 105.11028:103364 119.05765:848323 138.05183:7927 164.93019:6315 165.0632:1500963 165.13136:4139739"	NA	NA
768	8.22	165.087	"Unknown"	"63.09973:3491 69.03352:20615 75.0554:15420 78.36619:1841 79.76502:1905 85.02822:4605 94.19118:2216 98.78358:2020 103.03901:28430 109.57993:1989 129.06595:4401 130.04921:3094 137.05928:2704 139.39238:2242 147.07646:11354 148.06046:10130 164.93015:8154 165.08708:540506 165.12964:35035"	"1344"	"9"
769	6.95	165.0985	"Unknown"	"53.4879:2162 63.7028:2214 72.75146:2326 72.85742:2677 78.12151:3346 79.12783:5244 80.13413:5370 81.1404:14696 82.14678:26529 83.15283:14013 96.96853:10833 119.06556:10946 122.09645:5970 124.11238:2764 135.09401:12748 136.1006:19673 137.07098:9466 137.10674:31282 138.11307:52926 139.11902:17227 164.93047:11167 165.09872:1327532"	"1212"	"0"
770	1.18	165.1122	"Triethylene glycol monomethyl ether"	"59.0494:376311 77.05969:4604 83.06026:11831 89.05972:98915 96.08067:3203 103.0754:198405 107.08555:4006 121.77797:2025 122.09673:15464 123.08019:9044 124.08658:3286 124.11196:8971 133.08578:12932 137.09683:3558 147.08087:4094 147.34538:2244 148.08655:18390 165.09087:10698 165.1142:51020 165.13814:29560"	NA	NA
772	7.5	165.1312	"1_D3-L-Carnitine iSTD"	"61.08511:175091 63.09979:12381313 85.02854:1293492 103.03897:12615636 103.94328:129897 105.1103:2855945 165.13133:128104864"	"1250"	"2"
773	8.33	166.0532	"Methioninesulfoxide A_[M+H]+_QEFRNWWLZKMPFJ-YGVKFDHGSA-N"	"56.04976:71069 73.84643:2213 74.02367:334770 74.06052:2506 75.02637:85015 76.03375:2051 80.94793:3457 82.81146:2022 84.17824:1936 89.20613:2043 102.05507:63507 112.90849:1930 120.08079:9267 124.08698:178416 125.07091:16147 127.83636:2031 149.02678:61670 166.05336:68342 166.0869:6109 166.09796:83025 166.13535:4482"	"1286"	"4"
775	6.74	166.0834	"Unknown"	"57.0561:7661 59.06855:26884 60.07482:4986 72.07763:25931 72.08147:2366 77.03502:21558 77.03954:99673 78.08526:2898 80.94781:8949 94.06236:129379 103.05142:11227 103.0613:20114 104.06448:10793 104.10126:2008 106.08034:27681 119.0724:2347 120.07805:412445 123.04178:2001 124.08698:142732 125.07101:12197 132.09618:3889 138.08859:14519 148.07315:30462 148.08574:3798 149.05687:5030 166.08372:274065 166.09779:53084 166.12291:5202"	"1260;1272"	"2;3"
776	6.65	166.0862	"Phenylalanine_[M+H]+_COLNVLDHVKWLRT-QMMMGPOBSA-N"	"69.76305:3494 91.05479:4422 103.05424:40181 107.04907:41484 120.08079:3478360 124.07805:4233 124.08691:128148 125.07081:16401 131.04909:136959 138.11829:3862 149.05988:73991 165.33315:4309 166.08539:257577 166.09644:32618 166.13545:41561"	"1273;1288;1379;1394"	"3;4;11;12"
777	1.3	166.0975	"Unknown"	"54.38564:3247 83.06046:4077 107.0606:3020 124.08697:2238483 125.07098:198823 148.08734:12115 148.11192:4226 166.09764:1011639 166.12297:29084 166.15895:10631"	NA	NA
778	5.79	166.0975	"Unknown"	"54.65935:1729 59.77016:2174 60.33076:2158 80.94785:3992 84.04405:2054 85.11208:2101 95.06036:63831 107.04927:2010 118.08607:2888 120.08106:2426 124.08699:386494 125.07098:33942 138.09087:4320 138.1026:92791 142.66972:1973 166.09763:184251 166.1226:11602"	NA	NA
779	1.52	166.0975	"Unknown"	"54.50734:1971 84.04462:2121 124.08701:1145809 125.07108:107618 125.08148:3144 149.09053:2142 166.09776:540368 166.12038:23590 166.15833:5104"	NA	NA
781	10.2	167.0128	"Unknown"	"50.56976:2213 52.8543:2620 54.0389:2250 62.73952:2677 73.5476:2186 81.80681:2388 83.58391:2367 84.95972:451798 102.97033:91032 104.94116:2595 120.9808:34471 125.09093:2724 125.10686:4848 125.98641:37892 131.01735:2503 143.99721:45123 149.0706:3038 156.41815:2665 162.00763:4183 167.01314:3569 167.08174:9577 167.10118:2801 167.15436:68102"	"1255"	"1"
782	7.49	167.0782	"Unknown"	"63.0998:127642 64.10305:10569 84.14983:4658 87.03297:5598 89.99963:5557 104.04228:26706 105.0432:115249 105.11014:21898 107.11413:8170 125.10718:10228 167.07845:2558580 167.13622:1532946 167.15401:198093"	NA	NA
792	1.53	168.123	"Unknown"	"72.08086:11501 81.7485:1883 89.05972:273104 107.0703:16944 117.3305:2021 123.10032:2013 125.09695:2012 125.1156:3476 130.08667:2515 133.086:30818 150.06609:8048 151.03282:22782 151.09644:158491 151.13017:2860 168.06104:4492 168.07729:10681 168.10251:8631 168.13838:35317 168.1572:11246"	"1348"	"6"
793	1.35	168.123	"Unknown"	"51.22631:5749 53.96735:5264 55.46936:5357 57.85109:5274 70.06541:6941 72.08093:12930 89.05974:1317989 107.07051:75804 125.09641:10965 130.08688:9511 133.08609:159989 137.14401:5988 137.8867:6045 151.03294:40387 151.0965:812428 160.77644:6442 168.06033:9571 168.10213:8901 168.13857:52831 168.15636:12131"	"1348"	"6"
796	8.36	169.0582	"Unknown"	"53.205:24169 54.84126:23215 90.21361:21628 92.28235:28075 124.03688:124879 151.04779:2478779 152.03172:1180882 169.05827:552891"	"1334;1404"	"5;10"
797	8.44	169.0582	"Unknown"	"50.22284:2693 53.85807:2231 66.12398:2444 109.06506:4084 122.5803:2598 124.03699:20280 124.11208:4005 126.6465:2374 151.04781:423221 152.03183:214459 169.0432:12175 169.05838:90582 169.09743:5176 169.17075:4280"	"1334;1404;1458"	"14;5;10"
799	8.03	169.0607	"Unknown"	"62.98191:208689 81.06983:4647 108.42386:2072 109.06496:8435 121.00948:601827 123.08067:4265 124.11274:4100 125.10705:3533 128.41942:2338 131.07069:2080 151.03261:14844 151.04549:2187 152.03287:2328 169.06075:582647 169.16988:10561"	NA	NA
801	9.4	169.0947	"Pyridoxamine"	"51.25193:1915 60.69251:1853 64.99143:1838 81.06982:2673 83.87386:1868 109.06472:3934 123.08057:3155 124.11166:4078 151.03242:9918 151.08548:3173 152.06903:7842 165.48524:1958 169.04311:10385 169.09512:94501 169.1698:2948"	NA	NA
805	2.65	169.1896	"Unknown"	"51.74479:3757 59.04937:118470 59.05248:5728 63.78192:4526 69.13736:55066 72.08096:6740 75.95965:3551 83.15312:5549 92.04964:6298 98.09673:6735 101.05973:2258611 109.06483:17082 109.77747:3616 118.76165:4612 119.06067:4665 123.07974:14861 124.11223:6557 126.12782:5004 128.75148:4065 151.0325:88093 157.21979:3655 169.04309:75767 169.18964:2043331"	NA	NA
806	2.28	169.1896	"Unknown"	"55.63823:8255 56.69516:9731 59.04942:299618 59.05252:14566 59.56157:8093 63.79078:9104 64.37594:8376 69.13721:124762 101.05975:5178234 109.06506:14622 113.51994:8949 136.25146:8860 151.03246:34187 169.04295:34702 169.18968:4747666"	NA	NA
807	5.25	169.257	"Unknown"	"51.9123:7514 66.11549:76955 67.04939:7718 68.12956:158302 72.99061:6625 85.13222:7513040 99.07292:7960 104.93088:7584 118.70127:8220 120.07144:7139 151.03313:30813 169.04401:33978 169.17017:14193 169.2571:284276 169.27245:12324"	NA	NA
808	7.5	169.9858	"Unknown"	"50.19785:5870 56.31773:6980 99.19171:6680 103.67606:6713 131.08473:6932 153.92284:7056 169.98584:1155518 170.10028:1756201"	NA	NA
809	7.88	170.0327	"Unknown"	"61.53682:1994 95.04911:2098 124.07606:1859 127.37498:2017 141.00093:3306 152.02214:49904 163.75058:2055 170.03253:31997 170.09639:120028 170.11604:5678"	NA	NA
811	8.56	170.0423	"2-Hydroxy-5-nitrobenzyl alcohol"	"67.7102:20750 72.08083:128500 115.32706:20162 147.08621:20760 152.03175:1025918 170.04243:553237 170.05814:42266 170.09644:112618"	"1315;1333;1373"	"3;4;7"
812	8.78	170.0923	"1-Methyl-L-histidine"	"52.21654:2271 72.0808:199019 83.06049:5481 83.08582:3043 96.06853:11508 97.07628:13674 109.07607:151295 124.08693:1078713 125.07099:10007 126.10249:8617 152.08163:3175 153.0657:3324 170.05963:21953 170.09274:633417"	"1337"	"4"
813	9.25	170.0923	"3-Methylhistidine_[M+H]+_JDHILDINMRGULE-LURJTMIESA-N"	"56.88811:2560 68.04968:3117 72.08083:30013 83.06044:19411 85.07598:5746 95.06089:4486 96.06821:243668 97.07603:102534 109.07606:419053 124.07804:4093 124.087:105146 125.07114:42889 126.1026:329269 148.93268:2773 153.0661:23348 170.09253:1740397"	"1338"	"4"
814	7.45	170.1002	"Unknown"	"52.38097:8183 53.55384:8327 57.86804:8449 60.98721:7732 76.38293:7584 169.9859:666608 170.10027:3208912"	"1307"	"2"
815	7.5	170.1004	"Unknown"	"65.97298:2469 73.37724:2328 77.70007:2433 78.83833:2586 95.04911:5155 101.69195:2728 169.9859:310325 170.10022:1168193"	"1307"	"2"
816	1.32	170.1175	"Unknown"	"55.0182:67596 55.05452:422919 57.03387:15217 57.07013:135065 58.06542:44750 59.04977:8035 60.04462:15225 67.05434:360994 69.03357:177068 69.07004:92049 70.06548:27701 72.04441:61982 72.08082:12940 79.0542:456570 81.06995:185050 82.06485:28582 82.07324:8298 83.04933:49556 83.08551:1011203 84.08069:32972 85.02836:11324 86.06004:232568 87.39373:7733 91.05417:41090 93.06991:351129 93.52153:7826 95.08533:14561 97.06474:14901 97.10119:1890942 100.07565:117851 100.11203:193095 107.08552:1729954 109.06476:8164 109.10122:240118 110.09679:14510 111.08028:115964 114.0913:11583 117.06981:56705 124.11211:851781 125.0961:2115374 135.08043:988152 135.09006:13278 135.11627:31040 142.12268:1091976 142.43196:8177 143.10635:13765 147.49049:9901 152.10698:386051 153.0769:16676 153.09102:603266 153.12717:52013 170.09743:132919 170.11745:2085799"	"1310"	"2"
817	1.39	170.1175	"Unknown"	"54.80552:3292 55.0182:19211 55.05454:115451 57.07011:33205 58.06538:16409 67.05051:5527 67.05438:115670 69.0336:44874 69.07001:17457 70.06528:4944 72.04448:8521 72.08101:6005 79.0494:6935 79.05428:124683 81.07007:46929 82.06536:5958 83.04922:8215 83.08556:298366 84.08086:6175 86.05998:58931 91.05448:15253 93.07001:86388 95.04914:4095 97.10125:511186 100.07593:27786 100.11199:60513 107.08553:481445 108.08857:6471 109.1011:76235 110.0971:5672 111.08023:19586 117.0703:14519 124.10159:3812 124.11216:241124 125.09618:601946 135.08046:265167 142.12273:287728 143.10704:4729 152.03534:4217 152.10683:94715 153.09096:163829 170.09688:122994 170.1176:559024 170.15178:29862"	"1310"	"2"
820	6.42	170.125	"Unknown"	"55.92419:1869 58.0654:59686 59.07326:15493 88.55714:2400 97.10141:2844 97.24975:1907 107.08556:2364 118.04127:9873 119.04932:15460 125.09649:2650 140.58849:123098 141.00104:3964 141.09027:17407 152.03708:2432 170.08208:3765 170.09689:102485 170.12561:92987 170.15228:3978"	NA	NA
824	1.05	171.1491	"3-Cyclohexyl-1,1-dimethylurea"	"55.05456:30017 72.04442:774354 72.08076:13883 83.08552:168524 89.07093:1725558 108.48566:3195 111.08022:13998 125.09564:5173 153.09113:6079 171.14911:3610098"	"1329"	"2"
834	1.12	172.1331	"Unknown"	"55.0546:18779 57.03377:22091 57.07019:15040 59.04936:70735 59.80233:2657 60.49453:3018 67.05434:745448 69.03368:4291 69.06998:14150 70.06532:11512 71.04921:63627 72.04449:3040 74.76661:2797 79.05437:3167 81.06986:50666 83.08549:94877 85.06477:42809 87.04429:3881 89.07078:4695 90.07434:2882 91.05423:39058 92.53912:2810 93.06985:45215 95.08552:118515 97.06479:3275 101.05996:3686 107.08548:10309 109.10116:2161525 111.08047:77299 113.05965:6274 113.97867:2757 114.09158:2893 119.08556:171614 125.09605:13446 127.11186:24547 128.10712:4820 131.61702:2745 137.09621:140955 141.42615:2998 148.88185:2652 154.12248:28249 155.10658:510836 158.81415:2925 166.29059:2701 172.07542:4001 172.09714:4545 172.11456:6493 172.13341:141497 172.15216:21738 172.16933:16264"	"1360"	"3"
836	8.71	173.021	"P-Toluenesulfonic acid"	"57.03363:18739 60.70009:2182 75.04413:25836 83.42206:2121 86.09651:2291 88.08306:2104 95.0604:2574 96.21251:2360 98.98422:847734 100.11224:3528 107.33038:1985 116.99486:18926 126.14365:2172 140.01123:7512 155.08185:2939 170.17299:2073 173.02142:17139 173.07867:7909 173.09244:12811 173.20174:3195"	NA	NA
838	7.86	173.0515	"Unknown"	"50.37213:2031 100.11205:3992 115.04884:1985 126.98096:2054 128.14322:3662 134.24315:2190 155.04085:104340 173.05159:79654 173.07793:8070 173.09302:9816 173.19987:2941"	NA	NA
839	8.55	173.0612	"1-Naphthoic acid"	"71.68771:10174 107.27556:9918 155.05061:615063 173.06116:307931"	"1333;1373"	"1;4"
842	8.36	173.0835	"Gly-Pro; [M+H]+; HCD (NCE 20-30-40%)"	"85.15344:3961 94.05752:3746 100.11184:4621 116.0704:6037 128.06183:23275 155.07283:708900 156.05681:356069 166.2438:4926 173.08319:169031"	"1334;1404"	"1;6"
844	6.66	173.1302	"Unknown"	"50.72994:2149 54.55121:1959 72.08037:2295 86.0964:2345 100.11204:11820 108.08558:10332 109.09164:3722 111.07436:3146 112.08092:9253 125.11226:5159 126.10741:3073 126.11844:236358 127.12467:1638683 128.13083:21891 128.14182:5699 135.07382:3615 136.08032:39140 137.08679:32201 138.09259:2344 155.09715:12113 156.10344:28617 173.07794:2931 173.09314:9676 173.1302:209334 173.20129:12120"	"1379;1394"	"4;5"
845	8.51	174.0355	"Unknown"	"50.89867:2475 59.72496:2536 60.45559:2446 64.20638:2436 102.26122:2503 128.131:10913 129.06807:12471 155.073:3334 156.07928:367675 157.06326:181123 157.07799:5352 174.03624:12353 174.09:96831 174.10329:3495 174.12865:12197 174.18556:10593"	NA	NA
847	8.36	174.0897	"4,8-Dimethylquinolin-2-ol"	"58.93925:2312 59.06861:2804 60.0748:31687 61.08116:10035 75.02994:85987 76.03623:47915 81.06395:26504 106.07999:5613 107.08634:26163 129.06796:32469 140.2444:2361 155.07275:14232 156.07921:865417 157.0632:425258 157.07657:32914 174.08942:204420 174.10403:40457 174.12637:8019 174.18527:5728"	"1404"	"5"
848	8.44	174.0898	"Unknown"	"52.26435:2548 54.62789:2492 69.28875:2549 86.21075:2655 128.13094:5080 129.06844:30769 135.03336:3025 155.07271:12103 156.07921:705650 157.06319:348680 174.08983:176930 174.10759:2716 174.12749:13027 174.18484:4282"	"1404;1458"	"9;5"
850	6.66	174.1364	"Unknown"	"53.96913:24962 58.60907:28015 65.46642:30128 67.47487:30605 78.25923:29038 79.61774:26805 109.09193:124631 110.09834:36089 112.0806:29578 113.08662:194778 126.11817:41456 126.70968:29064 127.1137:55945 127.12471:3247602 128.13089:19988678 136.08051:119055 137.08676:525462 138.09296:300913 156.10374:184912 157.10966:444441 168.81685:30955 174.13649:2478108"	"1379;1394"	"3;4"
858	4.58	175.0017	"Unknown"	"53.72034:2063 58.06575:1928 59.06066:109614 68.58788:1813 72.03122:1868 76.47988:2059 81.69593:1830 87.0439:2556 89.73549:1810 92.61981:1812 117.08471:3308 136.27364:2031 147.36717:2094 157.14232:13817 175.00175:18460 175.12433:3357 175.14874:4268 175.18938:2600"	NA	NA
859	9	175.0195	"Unknown"	"59.69758:1918 60.05583:12312 63.98926:1714 70.06525:4459 77.45494:1849 96.4871:2007 103.22874:1866 114.13546:1923 116.07053:10493 127.44289:1984 130.68344:1791 131.04155:1811 147.85327:2025 158.09219:4150 170.55449:2334 175.11923:27735 175.1454:2608"	NA	NA
